id	cog	cog_name	ko	ko_name	pfams	pfam_names
OG0001493	COG5477	Small integral membrane protein, DUF2160 family	NA	No Annotation	PF09928.12	DUF2160
OG0001494	NA	No Annotation	NA	No Annotation	PF05050.15	Methyltransf_21
OG0001495	NA	No Annotation	NA	No Annotation	NA	NA
OG0001496	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23,PF13439.9,PF13692.9,PF13524.9	Glycos_transf_1,Glyco_transf_4,Glyco_trans_1_4,Glyco_trans_1_2
OG0001497	NA	No Annotation	NA	No Annotation	NA	NA
OG0001498	NA	No Annotation	NA	No Annotation	NA	NA
OG0001499	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	K17321	glycerol transport system substrate-binding protein	PF01547.28	SBP_bac_1
OG0001500	COG2303	Choline dehydrogenase or related flavoprotein	NA	No Annotation	PF05199.16,PF00732.22,PF07992.17,PF01494.22,PF13450.9,PF00890.27	GMC_oxred_C,GMC_oxred_N,Pyr_redox_2,FAD_binding_3,NAD_binding_8,FAD_binding_2
OG0001501	NA	No Annotation	NA	No Annotation	PF20221.1	DUF6580
OG0001502	NA	No Annotation	NA	No Annotation	PF00535.29,PF03071.18,PF07021.15	Glycos_transf_2,GNT-I,MetW
OG0001503	COG1858	Cytochrome c peroxidase	K00428	cytochrome c peroxidase [EC:1.11.1.5]	PF03150.17,PF00034.24	CCP_MauG,Cytochrom_C
OG0001504	COG1893	Ketopantoate reductase	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	PF08546.14,PF02558.19	ApbA_C,ApbA
OG0001505	COG2940	Histone-lysine N-methyltransferase, H3-specific, SET domain	NA	No Annotation	PF00856.31	SET
OG0001506	NA	No Annotation	NA	No Annotation	NA	NA
OG0001507	NA	No Annotation	NA	No Annotation	NA	NA
OG0001508	NA	No Annotation	NA	No Annotation	PF01810.21	LysE
OG0001509	NA	No Annotation	NA	No Annotation	NA	NA
OG0001510	COG0469	Pyruvate kinase	K00873	pyruvate kinase [EC:2.7.1.40]	PF00224.24,PF02887.19	PK,PK_C
OG0001511	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily	NA	No Annotation	PF00884.26,PF16347.8	Sulfatase,DUF4976
OG0001512	COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	K09760	DNA recombination protein RmuC	PF02646.19	RmuC
OG0001513	NA	No Annotation	NA	No Annotation	NA	NA
OG0001514	NA	No Annotation	K08714	voltage-gated sodium channel	PF00520.34	Ion_trans
OG0001515	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	K02044	phosphonate transport system substrate-binding protein	PF12974.10	Phosphonate-bd
OG0001516	COG5305	Uncharacterized membrane protein PF0508, contains N-terminal glycosyltransferase domain of PMT family	NA	No Annotation	PF13231.9	PMT_2
OG0001517	COG2376	Dihydroxyacetone kinase	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	PF02733.20	Dak1
OG0001518	NA	No Annotation	NA	No Annotation	PF05426.15	Alginate_lyase
OG0001519	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	NA	No Annotation	PF13489.9,PF08241.15,PF08242.15,PF13649.9,PF13847.9	Methyltransf_23,Methyltransf_11,Methyltransf_12,Methyltransf_25,Methyltransf_31
OG0001520	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	NA	No Annotation	PF04055.24,PF02310.22	Radical_SAM,B12-binding
OG0001521	COG0633	Ferredoxin	NA	No Annotation	PF00111.30	Fer2
OG0001522	COG3427	Carbon monoxide dehydrogenase subunit CoxG	K09386	uncharacterized protein	PF06240.16	COXG
OG0001523	COG1319	Aldehyde, CO, or xanthine dehydrogenase, FAD-binding subunit	NA	No Annotation	PF00941.24,PF03450.20	FAD_binding_5,CO_deh_flav_C
OG0001524	COG0615	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	NA	No Annotation	PF01467.29,PF13714.9	CTP_transf_like,PEP_mutase
OG0001525	COG5276	Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain	K17285	methanethiol oxidase [EC:1.8.3.4]	PF05694.14	SBP56
OG0001526	COG0859	ADP-heptose:LPS heptosyltransferase	NA	No Annotation	PF01075.20	Glyco_transf_9
OG0001527	COG4974	Site-specific tyrosine recombinase XerD	NA	No Annotation	PF00589.25	Phage_integrase
OG0001528	COG1035	Coenzyme F420-reducing hydrogenase, beta subunit	K00441	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	PF04422.16,PF04432.16	FrhB_FdhB_N,FrhB_FdhB_C
OG0001529	NA	No Annotation	NA	No Annotation	NA	NA
OG0001530	COG1280	Threonine/homoserine/homoserine lactone efflux protein	NA	No Annotation	PF01810.21	LysE
OG0001531	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	NA	No Annotation	PF13561.9,PF00106.28	adh_short_C2,adh_short
OG0001532	NA	No Annotation	NA	No Annotation	NA	NA
OG0001533	NA	No Annotation	NA	No Annotation	PF16316.8	DUF4956
OG0001534	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	PF04055.24,PF13394.9,PF13353.9	Radical_SAM,Fer4_14,Fer4_12
OG0001535	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	K23150	N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]	PF07722.16,PF00117.31	Peptidase_C26,GATase
OG0001536	NA	No Annotation	NA	No Annotation	NA	NA
OG0001537	NA	No Annotation	NA	No Annotation	NA	NA
OG0001538	NA	No Annotation	NA	No Annotation	NA	NA
OG0001539	COG2376	Dihydroxyacetone kinase	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	PF02734.20	Dak2
OG0001540	NA	No Annotation	NA	No Annotation	PF08757.14	CotH
OG0001541	NA	No Annotation	NA	No Annotation	PF06892.14	Phage_CP76
OG0001542	NA	No Annotation	NA	No Annotation	PF12594.11	DUF3764
OG0001543	COG5515	Uncharacterized conserved protein, DUF1737 domain	NA	No Annotation	PF08410.13	DUF1737
OG0001544	COG0607	Rhodanese-related sulfurtransferase	NA	No Annotation	PF00581.23	Rhodanese
OG0001545	NA	No Annotation	NA	No Annotation	NA	NA
OG0001546	COG3794	Plastocyanin	NA	No Annotation	PF00127.23	Copper-bind
OG0001547	COG5255	Uncharacterized conserved protein	NA	No Annotation	PF08975.13	2H-phosphodiest
OG0001548	COG5036	SPX domain-containing protein involved in vacuolar polyphosphate accumulation	NA	No Annotation	PF09359.13	VTC
OG0001549	COG0110	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family	NA	No Annotation	PF17836.4,PF00132.27,PF14602.9,PF00364.25	PglD_N,Hexapep,Hexapep_2,Biotin_lipoyl
OG0001550	NA	No Annotation	NA	No Annotation	NA	NA
OG0001551	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	K11690	C4-dicarboxylate transporter, DctM subunit	PF06808.15	DctM
OG0001552	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	NA	No Annotation	PF04290.15	DctQ
OG0001553	NA	No Annotation	NA	No Annotation	PF08547.15	CIA30
OG0001554	COG3176	GNAT family N-acetyltransferase domain	K22310	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]	PF13444.9,PF02540.20	Acetyltransf_5,NAD_synthase
OG0001555	COG1664	Cytoskeletal protein CcmA, bactofilin family	NA	No Annotation	PF04519.16	Bactofilin
OG0001556	COG5342	Invasion protein IalB, involved in pathogenesis	NA	No Annotation	PF06776.15	IalB
OG0001557	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	NA	No Annotation	PF08241.15,PF13847.9,PF13489.9,PF13649.9	Methyltransf_11,Methyltransf_31,Methyltransf_23,Methyltransf_25
OG0001558	COG5424	Pyrroloquinoline quinone (PQQ) synthase PqqC, TenA/Thi4/PqqC family	K06137	pyrroloquinoline-quinone synthase [EC:1.3.3.11]	PF14518.9,PF03070.19	Haem_oxygenas_2,TENA_THI-4
OG0001559	NA	No Annotation	NA	No Annotation	NA	NA
OG0001560	COG0381	UDP-N-acetylglucosamine 2-epimerase	NA	No Annotation	PF02350.22	Epimerase_2
OG0001561	NA	No Annotation	NA	No Annotation	NA	NA
OG0001562	NA	No Annotation	NA	No Annotation	NA	NA
OG0001563	COG2723	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	K05350	beta-glucosidase [EC:3.2.1.21]	PF00232.21	Glyco_hydro_1
OG0001564	COG3806	Anti-sigma factor ChrR, cupin superfamily	NA	No Annotation	PF12973.10	Cupin_7
OG0001565	NA	No Annotation	NA	No Annotation	PF13469.9	Sulfotransfer_3
OG0001566	COG0637	Beta-phosphoglucomutase, HAD superfamily	NA	No Annotation	PF13419.9,PF00483.26	HAD_2,NTP_transferase
OG0001567	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	PF05721.16	PhyH
OG0001568	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	NA	No Annotation	PF07681.15	DoxX
OG0001569	COG2982	Outer membrane assembly factor AsmA	NA	No Annotation	PF05170.17	AsmA
OG0001570	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	NA	No Annotation	PF03781.19,PF12867.10	FGE-sulfatase,DinB_2
OG0001571	COG1213	Choline kinase	NA	No Annotation	PF12804.10,PF00483.26,PF01381.25,PF12844.10,PF04101.19	NTP_transf_3,NTP_transferase,HTH_3,HTH_19,Glyco_tran_28_C
OG0001572	COG0119	Isopropylmalate/homocitrate/citramalate synthases	K01666	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	PF00682.22,PF07836.14	HMGL-like,DmpG_comm
OG0001573	NA	No Annotation	NA	No Annotation	NA	NA
OG0001574	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	NA	No Annotation	PF03781.19	FGE-sulfatase
OG0001575	NA	No Annotation	NA	No Annotation	PF10517.12	DM13
OG0001576	NA	No Annotation	NA	No Annotation	PF00884.26	Sulfatase
OG0001577	COG3468	Autotransporter adhesin AidA	NA	No Annotation	NA	NA
OG0001578	NA	No Annotation	NA	No Annotation	NA	NA
OG0001579	COG1917	Cupin domain protein related to quercetin dioxygenase	NA	No Annotation	PF07883.14	Cupin_2
OG0001580	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	NA	No Annotation	PF00497.23	SBP_bac_3
OG0001581	COG4336	YcsI protein, probably involved 5-oxoproline metabolism, UPF0317/DUF1446 family	K22210	D-glutamate cyclase [EC:4.2.1.48]	PF07286.15	D-Glu_cyclase
OG0001582	COG2079	2-methylcitrate dehydratase PrpD	K17724	aconitate decarboxylase [EC:4.1.1.6]	PF03972.17,PF19305.2	MmgE_PrpD,MmgE_PrpD_C
OG0001583	NA	No Annotation	NA	No Annotation	NA	NA
OG0001584	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	NA	No Annotation	PF13649.9,PF08242.15,PF00534.23,PF08241.15,PF13489.9,PF13847.9	Methyltransf_25,Methyltransf_12,Glycos_transf_1,Methyltransf_11,Methyltransf_23,Methyltransf_31
OG0001585	COG3210	Large exoprotein involved in heme utilization or adhesion	K19231	fibronectin-binding autotransporter adhesin	PF12951.10,PF03797.22,PF12810.10	PATR,Autotransporter,Gly_rich
OG0001586	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	NA	No Annotation	PF16576.8,PF13437.9,PF13533.9	HlyD_D23,HlyD_3,Biotin_lipoyl_2
OG0001587	COG1902	NADH:flavin reductase, Old Yellow Enzyme (OYE) family	NA	No Annotation	PF00724.23,PF13450.9	Oxidored_FMN,NAD_binding_8
OG0001588	COG0637	Beta-phosphoglucomutase, HAD superfamily	K05306	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	PF13419.9	HAD_2
OG0001589	COG2339	Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family	K24131	protease PrsW [EC:3.4.-.-]	PF13367.9	PrsW-protease
OG0001590	NA	No Annotation	NA	No Annotation	PF00583.28,PF00551.22,PF13302.10	Acetyltransf_1,Formyl_trans_N,Acetyltransf_3
OG0001591	NA	No Annotation	NA	No Annotation	NA	NA
OG0001592	COG3751	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	NA	No Annotation	PF13640.9,PF13661.9,PF05050.15	2OG-FeII_Oxy_3,2OG-FeII_Oxy_4,Methyltransf_21
OG0001593	COG2072	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	NA	No Annotation	PF00743.22,PF13738.9,PF13450.9	FMO-like,Pyr_redox_3,NAD_binding_8
OG0001594	COG3468	Autotransporter adhesin AidA	NA	No Annotation	NA	NA
OG0001595	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	NA	No Annotation	PF13437.9,PF16576.8	HlyD_3,HlyD_D23
OG0001596	COG3639	ABC-type phosphate/phosphonate transport system, permease component	K02042	phosphonate transport system permease protein	PF00528.25	BPD_transp_1
OG0001597	COG5395	Uncharacterized membrane protein, DUF2306 domain	NA	No Annotation	PF10067.12	DUF2306
OG0001598	COG4254	Uncharacterized peptidoglycan binding protein, contains LysM and FecR  domains	NA	No Annotation	PF04773.16	FecR
OG0001599	COG4771	Outer membrane receptor for ferrienterochelin and colicins	K02014	iron complex outermembrane recepter protein	PF07715.18,PF00593.27	Plug,TonB_dep_Rec
OG0001600	NA	No Annotation	NA	No Annotation	PF02931.26,PF00595.27	Neur_chan_LBD,PDZ
OG0001601	COG1932	Phosphoserine aminotransferase	K00831	phosphoserine aminotransferase [EC:2.6.1.52]	PF00266.22	Aminotran_5
OG0001602	NA	No Annotation	NA	No Annotation	NA	NA
OG0001603	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	NA	No Annotation	PF04116.16	FA_hydroxylase
OG0001604	NA	No Annotation	NA	No Annotation	NA	NA
OG0001605	COG1414	DNA-binding transcriptional regulator, IclR family	NA	No Annotation	PF09339.13,PF01614.21	HTH_IclR,IclR
OG0001606	COG1414	DNA-binding transcriptional regulator, IclR family	NA	No Annotation	NA	NA
OG0001607	COG4970	Type IV pilus assembly protein FimT or FimU	NA	No Annotation	PF07963.15	N_methyl
OG0001608	COG1388	LysM repeat	NA	No Annotation	PF01476.23	LysM
OG0001609	COG4966	Type IV pilus minor pilin/pseudopilin PilW	NA	No Annotation	PF07963.15	N_methyl
OG0001610	NA	No Annotation	NA	No Annotation	PF15890.8	Peptidase_Mx1
OG0001611	NA	No Annotation	NA	No Annotation	PF00908.20,PF05523.14	dTDP_sugar_isom,FdtA
OG0001612	NA	No Annotation	NA	No Annotation	NA	NA
OG0001613	NA	No Annotation	NA	No Annotation	PF12705.10	PDDEXK_1
OG0001614	NA	No Annotation	NA	No Annotation	PF13463.9	HTH_27
OG0001615	COG2223	Nitrate/nitrite transporter NarK	NA	No Annotation	PF07690.19	MFS_1
OG0001616	COG2188	DNA-binding transcriptional regulator, GntR family	NA	No Annotation	PF07702.16,PF00392.24,PF13489.9	UTRA,GntR,Methyltransf_23
OG0001617	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	NA	No Annotation	PF07883.14	Cupin_2
OG0001618	COG1971	Putative Mn2+ efflux pump MntP	NA	No Annotation	NA	NA
OG0001619	NA	No Annotation	NA	No Annotation	NA	NA
OG0001620	COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	K06413	stage V sporulation protein K	PF00004.32,PF17866.4	AAA,AAA_lid_6
OG0001621	NA	No Annotation	NA	No Annotation	NA	NA
OG0001622	NA	No Annotation	NA	No Annotation	PF04350.16	PilO
OG0001623	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	NA	No Annotation	PF13231.9	PMT_2
OG0001624	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	NA	No Annotation	PF08241.15,PF13489.9	Methyltransf_11,Methyltransf_23
OG0001625	NA	No Annotation	NA	No Annotation	NA	NA
OG0001626	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	K22424	glutamine kinase [EC:2.7.3.13]	PF00391.26,PF01326.22,PF05050.15	PEP-utilizers,PPDK_N,Methyltransf_21
OG0001627	COG4198	Uncharacterized conserved protein, DUF1015 family	NA	No Annotation	PF06245.14	DUF1015
OG0001628	COG2370	Hydrogenase/urease accessory protein HupE	NA	No Annotation	PF13795.9	HupE_UreJ_2
OG0001629	COG1566	Multidrug resistance efflux pump EmrA	K16922	putative peptide zinc metalloprotease protein	PF16576.8,PF13533.9,PF13437.9	HlyD_D23,Biotin_lipoyl_2,HlyD_3
OG0001630	COG4967	Type IV pilus minor pilin/pseudopilin PilV	NA	No Annotation	NA	NA
OG0001631	NA	No Annotation	NA	No Annotation	PF13385.9	Laminin_G_3
OG0001632	COG0583	DNA-binding transcriptional regulator, LysR family	NA	No Annotation	PF00126.30,PF03466.23	HTH_1,LysR_substrate
OG0001633	NA	No Annotation	NA	No Annotation	NA	NA
OG0001634	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	NA	No Annotation	PF00383.26	dCMP_cyt_deam_1
OG0001635	NA	No Annotation	NA	No Annotation	NA	NA
OG0001636	COG2746	Aminoglycoside N3'-acetyltransferase	K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	PF02522.17	Antibiotic_NAT
OG0001637	NA	No Annotation	NA	No Annotation	NA	NA
OG0001638	NA	No Annotation	NA	No Annotation	NA	NA
OG0001639	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	NA	No Annotation	PF13458.9	Peripla_BP_6
OG0001640	COG0300	Short-chain dehydrogenase	NA	No Annotation	PF00106.28,PF13561.9	adh_short,adh_short_C2
OG0001641	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	NA	No Annotation	PF13186.9,PF04055.24,PF13394.9,PF13412.9	SPASM,Radical_SAM,Fer4_14,HTH_24
OG0001642	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0001643	NA	No Annotation	NA	No Annotation	PF07350.15	DUF1479
OG0001644	NA	No Annotation	NA	No Annotation	PF11158.11	DUF2938
OG0001645	NA	No Annotation	NA	No Annotation	NA	NA
OG0001646	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0001647	NA	No Annotation	NA	No Annotation	PF05159.17	Capsule_synth
OG0001648	COG2220	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	NA	No Annotation	PF13483.9,PF00355.29,PF12706.10	Lactamase_B_3,Rieske,Lactamase_B_2
OG0001649	NA	No Annotation	NA	No Annotation	PF14099.9	Polysacc_lyase
OG0001650	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	K06164	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	PF05861.15	PhnI
OG0001651	COG4913	Uncharacterized conserved protein, contains a C-terminal ATPase domain	NA	No Annotation	NA	NA
OG0001652	COG1082	Sugar phosphate isomerase/epimerase	NA	No Annotation	PF01261.27	AP_endonuc_2
OG0001653	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	NA	No Annotation	PF13416.9	SBP_bac_8
OG0001654	NA	No Annotation	NA	No Annotation	NA	NA
OG0001655	COG4032	Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)	K09459	phosphonopyruvate decarboxylase [EC:4.1.1.82]	PF02775.24,PF02776.21	TPP_enzyme_C,TPP_enzyme_N
OG0001656	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	NA	No Annotation	PF13489.9,PF08241.15,PF08242.15	Methyltransf_23,Methyltransf_11,Methyltransf_12
OG0001657	COG0171	NH3-dependent NAD+ synthetase	NA	No Annotation	PF02540.20,PF00795.25	NAD_synthase,CN_hydrolase
OG0001658	COG1538	Outer membrane protein TolC	NA	No Annotation	PF02321.21,PF05036.16,PF05345.15	OEP,SPOR,He_PIG
OG0001659	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG	K06166	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]	PF06754.15	PhnG
OG0001660	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH	NA	No Annotation	PF05845.15	PhnH
OG0001661	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase PhnJ	K06163	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]	PF06007.14	PhnJ
OG0001662	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	K06162	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]	PF01979.23	Amidohydro_1
OG0001663	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family	NA	No Annotation	PF03808.16	Glyco_tran_WecG
OG0001664	NA	No Annotation	NA	No Annotation	NA	NA
OG0001665	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	NA	No Annotation	PF00293.31	NUDIX
OG0001666	NA	No Annotation	NA	No Annotation	PF19883.2	DUF6356
OG0001667	NA	No Annotation	NA	No Annotation	NA	NA
OG0001668	COG2233	Xanthine/uracil permease	NA	No Annotation	PF00860.23	Xan_ur_permease
OG0001669	COG0220	tRNA G46 N7-methylase TrmB	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	PF02390.20,PF08242.15,PF13489.9,PF13847.9	Methyltransf_4,Methyltransf_12,Methyltransf_23,Methyltransf_31
OG0001670	NA	No Annotation	NA	No Annotation	PF08282.15,PF00483.26	Hydrolase_3,NTP_transferase
OG0001671	NA	No Annotation	NA	No Annotation	PF13640.9,PF13181.9,PF12895.10,PF07719.20	2OG-FeII_Oxy_3,TPR_8,ANAPC3,TPR_2
OG0001672	NA	No Annotation	NA	No Annotation	NA	NA
OG0001673	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	K07090	uncharacterized protein	PF01925.22	TauE
OG0001674	NA	No Annotation	NA	No Annotation	NA	NA
OG0001675	COG4993	Glucose dehydrogenase, PQQ-dependent	NA	No Annotation	PF13360.9,PF01011.24	PQQ_2,PQQ
OG0001676	NA	No Annotation	NA	No Annotation	NA	NA
OG0001677	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0001678	NA	No Annotation	NA	No Annotation	NA	NA
OG0001679	COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase (NAXD) domain	K23997	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	PF01256.20,PF03853.18	Carb_kinase,YjeF_N
OG0001680	COG0523	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	K02234	cobalamin biosynthesis protein CobW	PF02492.22,PF07683.17	cobW,CobW_C
OG0001681	NA	No Annotation	NA	No Annotation	NA	NA
OG0001682	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	K05780	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]	PF00005.30	ABC_tran
OG0001683	COG1670	Protein N-acetyltransferase, RimJ/RimL family	NA	No Annotation	PF13302.10	Acetyltransf_3
OG0001684	COG2251	Predicted nuclease, RecB family	NA	No Annotation	PF13087.9,PF13482.9,PF13604.9,PF13245.9,PF01930.20,PF12705.10	AAA_12,RNase_H_2,AAA_30,AAA_19,Cas_Cas4,PDDEXK_1
OG0001685	NA	No Annotation	NA	No Annotation	NA	NA
OG0001686	NA	No Annotation	NA	No Annotation	NA	NA
OG0001687	COG1887	CDP-glycerol glycerophosphotransferase, TagB/SpsB family	NA	No Annotation	PF04464.17	Glyphos_transf
OG0001688	NA	No Annotation	NA	No Annotation	NA	NA
OG0001689	NA	No Annotation	NA	No Annotation	NA	NA
OG0001690	COG1434	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	NA	No Annotation	PF02698.20	DUF218
OG0001691	COG4122	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	NA	No Annotation	PF13578.9	Methyltransf_24
OG0001692	NA	No Annotation	NA	No Annotation	PF09594.13	GT87
OG0001693	NA	No Annotation	NA	No Annotation	PF06299.15	DUF1045
OG0001694	NA	No Annotation	NA	No Annotation	NA	NA
OG0001695	COG3791	Uncharacterized conserved protein	NA	No Annotation	PF04828.17	GFA
OG0001696	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23,PF13439.9,PF13477.9	Glycos_transf_1,Glyco_transf_4,Glyco_trans_4_2
OG0001697	NA	No Annotation	NA	No Annotation	PF07220.14	DUF1420
OG0001698	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	NA	No Annotation	PF00441.27,PF02770.22,PF02771.19	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
OG0001699	COG1722	Exonuclease VII small subunit	K03602	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	PF02609.19	Exonuc_VII_S
OG0001700	COG3709	Ribose 1,5-bisphosphate kinase PhnN	K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]	PF00625.24	Guanylate_kin
OG0001701	NA	No Annotation	NA	No Annotation	NA	NA
OG0001702	NA	No Annotation	NA	No Annotation	NA	NA
OG0001703	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	NA	No Annotation	PF08241.15,PF13489.9,PF13847.9,PF08242.15	Methyltransf_11,Methyltransf_23,Methyltransf_31,Methyltransf_12
OG0001704	NA	No Annotation	NA	No Annotation	NA	NA
OG0001705	COG3019	Uncharacterized metal-binding protein, DUF411 family	NA	No Annotation	PF04214.16	DUF411
OG0001706	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23,PF03808.16,PF13439.9	Glycos_transf_1,Glyco_tran_WecG,Glyco_transf_4
OG0001707	NA	No Annotation	NA	No Annotation	NA	NA
OG0001708	COG1680	CubicO group peptidase, beta-lactamase class C family	NA	No Annotation	PF00144.27	Beta-lactamase
OG0001709	COG0378	Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase	K03189	urease accessory protein	PF02492.22	cobW
OG0001710	COG0830	Urease accessory protein UreF	K03188	urease accessory protein	PF01730.19	UreF
OG0001711	COG2371	Urease accessory protein UreE	K03187	urease accessory protein	PF05194.15,PF02814.18	UreE_C,UreE_N
OG0001712	COG4974	Site-specific tyrosine recombinase XerD	NA	No Annotation	PF00589.25,PF02899.20	Phage_integrase,Phage_int_SAM_1
